No_tuile1,No_tuile2,Nom_tuile,BIN,GRID
32ko201,32k15201,Lac Evans,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k15_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k15_0201.zip
32kp202,32k16202,Lac Théodat,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k16_0202.zip
32jm201,32j13201,Lac Tésécau,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j13_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j13_0201.zip
32jp202,32j16202,Lac Bueil,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j16_0202.zip
32im201,32i13201,Île Mistassini,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32i13_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32i13_0201.zip
32in202,32i14202,Lac Albanel,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32i14_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32i14_0202.zip
32io201,32i15201,Lac Tournemine,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32i15_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32i15_0201.zip
22ln202,22l14202,Lac Le Bausais,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22l14_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22l14_0202.zip
22lo201,22l15201,Baie Bellevue,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22l15_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22l15_0201.zip
22lp202,22l16202,Rivière Manouanis,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22l16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22l16_0202.zip
22km201,22k13201,Lac de la Crête,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k13_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k13_0201.zip
22kp202,22k16202,Lac Mistachagagane,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k16_0202.zip
22jm201,22j13201,Lac Antoine,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22j13_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22j13_0201.zip
22jn202,22j14202,Grand lac du Nord,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22j14_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22j14_0202.zip
22jo201,22j15201,Lac Cacaoui,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22j15_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22j15_0201.zip
22in202,22i14202,Petite rivière Manitou,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22i14_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22i14_0202.zip
22ip202,22i16202,Lac Élie,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22i16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22i16_0202.zip
12lp202,12l16202,Rivière Ludger,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l16_0202.zip
12km201,12k13201,Rivière Natashquan Ouest,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12k13_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12k13_0201.zip
12ko201,12k15201,Rivière Grossin,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12k15_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12k15_0201.zip
32lo202,32l15202,Rivière Kitchigama,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32l15_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32l15_0202.zip
32lp201,32l16201,Rivière Nottaway,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32l16_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32l16_0201.zip
32km202,32k13202,Lac Kawastech,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k13_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k13_0202.zip
32kn201,32k14201,Lac Dana,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k14_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k14_0201.zip
32jm202,32j13202,Lac Chambray,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j13_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j13_0202.zip
32jn201,32j14201,Lac Béchereau,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j14_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j14_0201.zip
32jo202,32j15202,Lac Troilus,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j15_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j15_0202.zip
32jp201,32j16201,Lac Mesière,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j16_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j16_0201.zip
32io202,32i15202,Lac Cosnier,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32i15_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32i15_0202.zip
32ip201,32i16201,Lac à l'Eau Froide,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32i16_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32i16_0201.zip
22lm202,22l13202,Lac Gazeau,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22l13_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22l13_0202.zip
22ln201,22l14201,Rivière Péribonka,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22l14_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22l14_0201.zip
22km202,22k13202,Rivière aux Outardes,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k13_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k13_0202.zip
22kn201,22k14201,Lac Guinecourt,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k14_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k14_0201.zip
22ko202,22k15202,Île Manicouagan,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k15_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k15_0202.zip
22kp201,22k16201,Lac des Neiges,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k16_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k16_0201.zip
22jo202,22j15202,Lac du Castor,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22j15_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22j15_0202.zip
22jp201,22j16201,Rivière Joseph,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22j16_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22j16_0201.zip
22in201,22i14201,Lac Manitou,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22i14_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22i14_0201.zip
12ln201,12l14201,Lac Maurice,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l14_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l14_0201.zip
12lo202,12l15202,Lac Coumyn,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l15_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l15_0202.zip
12lp201,12l16201,Lac Jérémie,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l16_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l16_0201.zip
12ko202,12k15202,Rivière Olomane,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12k15_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12k15_0202.zip
12kp201,12k16201,Lac De Ré,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12k16_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12k16_0201.zip
12jm202,12j13202,Rivière du Petit Mécatina,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12j13_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12j13_0202.zip
32lp202,32l16202,Île Interdite,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32l16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32l16_0202.zip
32km201,32k13201,Lac Chaboullié,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k13_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k13_0201.zip
32jn202,32j14202,Lac Péricard,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j14_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j14_0202.zip
32jo201,32j15201,Lac Robineau,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j15_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j15_0201.zip
32ip202,32i16202,Lac Richaume,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32i16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32i16_0202.zip
22lm201,22l13201,Lac Machisque,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22l13_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22l13_0201.zip
22kn202,22k14202,Lac des Passes,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k14_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k14_0202.zip
22ko201,22k15201,Lac du Bois Long,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k15_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k15_0201.zip
22jp202,22j16202,Lac Kakatiak,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22j16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22j16_0202.zip
12ln202,12l14202,Lac Forget,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l14_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l14_0202.zip
12lo201,12l15201,Lac Davy,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l15_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l15_0201.zip
12kp202,12k16202,Rivière Étamamiou,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12k16_0202.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12k16_0202.zip
12jm201,12j13201,Lac Faride,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12j13_0201.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12j13_0201.zip
12jo101,12j15101,Île du Gros Mécatina,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12j15_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12j15_0101.zip
12jn101,12j14101,Rivière du Gros Mécatina,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12j14_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12j14_0101.zip
12jm102,12j13102,Rivière du Petit Mécatina,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12j13_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12j13_0102.zip
12jn102,12j14102,Lac Grenfell,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12j14_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12j14_0102.zip
32lp101,32l16101,Lac Fabulet,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32l16_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32l16_0101.zip
32lp102,32l16102,Île Vandry,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32l16_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32l16_0102.zip
32km101,32k13101,Lac Louvart,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k13_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k13_0101.zip
32km102,32k13102,Lac Rodayer,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k13_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k13_0102.zip
32jn101,32j14101,Lac Du Guerny,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j14_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j14_0101.zip
32jn102,32j14102,Lac Pétrée,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j14_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j14_0102.zip
32jo101,32j15101,Rivière Châtillon,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j15_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j15_0101.zip
32jo102,32j15102,Lac Frotet,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32j15_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32j15_0102.zip
32ip101,32i16101,Lac à l'Eau Froide,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32i16_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32i16_0101.zip
32ip102,32i16102,Lac Solange,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32i16_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32i16_0102.zip
22lm101,22l13101,Lac Charlotte,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22l13_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22l13_0101.zip
22lm102,22l13102,Lac Guay,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22l13_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22l13_0102.zip
22kn101,22k14101,Lac Mestao,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k14_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k14_0101.zip
22kn102,22k14102,Lac Kak,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k14_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k14_0102.zip
22ko101,22k15101,Lac Paradis,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k15_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k15_0101.zip
22ko102,22k15102,Lac Berté,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22k15_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22k15_0102.zip
22jp101,22j16101,Rivière Moisie,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22j16_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22j16_0101.zip
22jp102,22j16102,Lac Villebois,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22j16_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22j16_0102.zip
22im101,22i13101,Lac Debor,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22i13_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22i13_0101.zip
22im102,22i13102,Lac Bigot,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F22i13_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F22i13_0102.zip
12ln101,12l14101,Lac Bernard,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l14_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l14_0101.zip
12ln102,12l14102,Lac Métivier,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l14_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l14_0102.zip
12lo101,12l15101,Lac Forgues,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l15_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l15_0101.zip
12lo102,12l15102,Lac Apvril,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12l15_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12l15_0102.zip
12kp101,12k16101,Lac Pillet,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12k16_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12k16_0101.zip
12kp102,12k16102,Rivière Étamamiou,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12k16_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12k16_0102.zip
12jm101,12j13101,Lac Triquet,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12j13_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12j13_0101.zip
12jo102,12j15102,Île aux Trois Collines,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F12j15_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F12j15_0102.zip
32ko101,32k15101,Lac Evans,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k15_0101.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k15_0101.zip
32ko102,32k15102,Baie du Corbeau,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Bin/F32k15_0102.zip,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Matriciel/Elevation/Local/MNA_20k/Grid/F32k15_0102.zip
