rapport,nom_mandataire,id_msp,date_obs,heure_obs,type_obs,marq_sol,glace_chen,long_wgs84,lat_wgs84,err_xy_cm,alt_m_cgvd,err_z_cm,producteur,version,date_heure_obs
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03a.pdf"" target=""_blank"">AD-2023-03a</a>",AD-2023-03a,"1186",2023/05/03,10:21:00,MAX,Oui,Non,-70.5114993422,47.4470373171,0.6,10.626,0.9,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 10:21:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03a.pdf"" target=""_blank"">AD-2023-03a</a>",AD-2023-03a,"1187",2023/05/03,10:30:00,MAX,Oui,Non,-70.5142294466,47.4487572561,0.6,12.442,1.1,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 10:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03a.pdf"" target=""_blank"">AD-2023-03a</a>",AD-2023-03a,"1188",2023/05/03,10:36:00,MAX,Oui,Non,-70.5132363019,47.4485310696,0.9,12.267,1.4,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 10:36:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03a.pdf"" target=""_blank"">AD-2023-03a</a>",AD-2023-03a,"1189",2023/05/04,08:39:00,MAX,Non,Non,-70.5409592142,47.5568445309,1.5,64.771,2.5,Initiative du MSP (depuis 2017),2025/07/09,2023/05/04 08:39:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03a.pdf"" target=""_blank"">AD-2023-03a</a>",AD-2023-03a,"1190",2023/05/04,08:50:00,MAX,Oui,Non,-70.5409341976,47.5573795282,1.2,64.432,1.8,Initiative du MSP (depuis 2017),2025/07/09,2023/05/04 08:50:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1191",2023/05/02,08:14:00,MAX,Oui,Non,-71.1698130413,46.9014625947,0.7,117.363,1.7,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 08:14:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1192",2023/05/02,08:37:00,MAX,Oui,Non,-71.180269668,46.9199681024,0.9,157.579,2.9,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 08:37:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1193",2023/05/02,08:55:00,MAX,Non,Non,-71.1774165252,46.9215309691,1.2,157.129,2.9,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 08:55:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1194",2023/05/02,09:12:00,MAX,Non,Non,-71.1721091905,46.9247049386,1.4,157.013,2.6,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 09:12:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1195",2023/05/02,09:29:00,MAX,Non,Non,-71.1886939754,46.9208779842,1.7,157.635,2.7,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 09:29:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1196",2023/05/02,09:43:00,MAX,Non,Non,-71.190413782,46.9208992471,1,157.806,2.6,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 09:43:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1197",2023/05/02,09:52:00,MAX,Non,Non,-71.1909382223,46.9228585568,1.3,158.147,2.5,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 09:52:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1198",2023/05/02,10:06:00,MAX,Non,Non,-71.1903514378,46.9220050257,0.8,157.852,2.6,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 10:06:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1199",2023/05/02,11:18:00,MAX,Oui,Non,-71.2061142744,46.9630553293,1.1,176.912,2.7,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 11:18:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1200",2023/05/02,11:23:00,MAX,Non,Non,-71.2065440012,46.9629867724,1.4,176.201,2.6,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 11:23:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1201",2023/05/02,11:47:00,MAX,Oui,Non,-71.2060911053,46.9643054628,0.9,177.477,2.2,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 11:47:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1202",2023/05/02,12:05:00,MAX,Non,Non,-71.2068131826,46.9625616341,1.2,175.748,2.2,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 12:05:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1203",2023/05/02,12:12:00,MAX,Oui,Non,-71.2059074056,46.962382234,1.2,175.68,2.7,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 12:12:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1204",2023/05/02,12:17:00,MAX,Non,Non,-71.2066700094,46.962265599,1.5,175.415,2.6,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 12:17:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1205",2023/05/02,12:27:00,MAX,Non,Non,-71.2064693523,46.9613251004,1.7,174.77,2.6,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 12:27:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1206",2023/05/02,13:11:00,MAX,Oui,Non,-71.1996901195,46.9561424887,0.8,171.787,2.4,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 13:11:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1207",2023/05/02,13:28:00,MAX,Oui,Non,-71.1919429733,46.9413690672,1.3,164.266,2.4,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 13:28:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1208",2023/05/02,13:57:00,MAX,Oui,Non,-71.1716142202,46.9103082069,1,117.994,2,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 13:57:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1209",2023/05/02,14:30:00,MAX,Oui,Non,-71.1693091998,46.9051879687,0.8,118.183,2.2,Initiative du MSP (depuis 2017),2025/07/09,2023/05/02 14:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1210",2023/05/03,09:28:00,MAX,Oui,Non,-71.2036204806,46.9580424236,1.1,173.009,2.6,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 09:28:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1211",2023/05/03,09:51:00,MAX,Non,Non,-71.176675073,47.0192452873,2,227.388,2.9,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 09:51:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1212",2023/05/03,10:09:00,MAX,Oui,Non,-71.1753146759,47.0205030084,1.8,229.186,2.5,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 10:09:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1213",2023/05/03,10:17:00,MAX,Oui,Non,-71.1753119567,47.0211803387,1.9,230.565,2.7,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 10:17:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1214",2023/05/03,11:19:00,MAX,Non,Non,-71.2458596747,46.9992119343,1.7,367.831,2.3,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 11:19:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-03b.pdf"" target=""_blank"">AD-2023-03b</a>",AD-2023-03b,"1215",2023/05/03,11:35:00,MAX,Non,Non,-71.2448258588,46.9985479849,1.8,367.717,2.8,Initiative du MSP (depuis 2017),2025/07/09,2023/05/03 11:35:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1250",2023/05/05,09:52:00,MAX,Non,Non,-70.0867257233,48.2232017325,0.8,12.05,1.8,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 09:52:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1251",2023/05/05,10:34:00,MAX,Non,Non,-70.0781325952,48.217318314,0.7,13.853,1,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 10:34:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1252",2023/05/05,11:17:00,MAX,Oui,Non,-70.0691445802,48.2116497691,0.7,15.263,1.2,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 11:17:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1253",2023/05/05,11:35:00,MAX,Oui,Non,-70.0685201875,48.2103088051,0.2,16.188,0.5,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 11:35:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1254",2023/05/05,12:09:00,MAX,Non,Non,-70.0686598795,48.2098665002,1,16.223,2.1,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 12:09:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1255",2023/05/05,12:58:00,MAX,Non,Non,-70.0654626063,48.2077362211,0.9,18.348,2,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 12:58:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1256",2023/05/05,13:11:00,MAX,Non,Non,-70.0644937359,48.2063683156,0.6,18.843,1.3,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 13:11:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1257",2023/05/05,13:24:00,MAX,Non,Non,-70.0631622541,48.2046645308,0.6,19.527,1.5,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 13:24:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1258",2023/05/05,14:08:00,MAX,Oui,Non,-70.0522366656,48.1892854098,1.1,32.327,2.1,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 14:08:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1259",2023/05/05,14:19:00,MAX,Non,Non,-70.0530070029,48.1894863614,0.8,31.406,1.7,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 14:19:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1260",2023/05/05,14:34:00,MAX,Non,Non,-70.0535181426,48.1898530808,0.8,30.718,1.9,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 14:34:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1261",2023/05/05,14:55:00,MAX,Oui,Non,-70.0581480258,48.1971967841,0.8,23.816,1.6,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 14:55:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1262",2023/05/05,16:02:00,MAX,Oui,Non,-70.0451173593,48.1403808286,0.5,125.381,0.9,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 16:02:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AD-2023-04e.pdf"" target=""_blank"">AD-2023-04e</a>",AD-2023-04e,"1263",2023/05/05,16:17:00,MAX,Oui,Non,-70.033760701,48.1468988013,0.4,90.251,0.9,Initiative du MSP (depuis 2017),2025/07/09,2023/05/05 16:17:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"986",2020/12/03,13:30:00,ACT,Non,Non,-65.9769128321,48.1861596502,1.4,3.255,1.8,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 13:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"987",2020/12/03,13:40:00,ACT,Non,Non,-65.9773429119,48.1861515954,2.3,3.623,3.1,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 13:40:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"988",2020/12/03,13:47:00,ACT,Non,Non,-65.9771406112,48.1862043488,1.7,4.162,2.4,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 13:47:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"989",2020/12/03,13:53:00,ACT,Non,Non,-65.9776976009,48.1866530231,1.2,3.498,2,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 13:53:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"990",2020/12/03,13:57:00,ACT,Non,Non,-65.976941308,48.1865041529,1.3,4.392,1.9,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 13:57:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"991",2020/12/03,14:01:00,ACT,Non,Non,-65.9761264012,48.1862615963,1.8,2.74,2.3,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 14:01:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"992",2020/12/04,10:53:00,MAX,Non,Non,-65.9770441745,48.1866968697,1.8,4.697,2.7,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 10:53:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"993",2020/12/03,14:23:00,ACT,Non,Non,-66.0057365959,48.1872110906,1.3,18.975,2.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 14:23:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"994",2020/12/03,14:35:00,ACT,Non,Non,-66.0049967673,48.1867704425,0.8,21.312,1.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 14:35:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"995",2020/12/03,14:38:00,ACT,Non,Non,-66.0045918338,48.1867052536,1.8,18.274,3.6,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 14:38:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"996",2020/12/03,14:42:00,ACT,Non,Non,-66.0048105333,48.1865179843,1.3,18.616,2.9,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 14:42:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"997",2020/12/03,14:48:00,ACT,Non,Non,-66.0052606522,48.1866931231,1.1,18.447,2.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 14:48:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"998",2020/12/04,10:00:00,MAX,Non,Non,-66.0048953939,48.1871137691,1,20.155,1.9,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 10:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"999",2020/12/04,10:03:00,MAX,Non,Non,-66.0046177901,48.1868269065,1,19.034,2.1,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 10:03:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1000",2020/12/04,10:06:00,MAX,Non,Non,-66.0053412455,48.186631489,1.8,19.839,2.9,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 10:06:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1001",2020/12/03,15:10:00,ACT,Non,Non,-66.0377423137,48.1994127671,2.1,55.546,3.4,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 15:10:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1002",2020/12/03,15:13:00,ACT,Non,Non,-66.0376142297,48.1992414974,1.5,58.777,2.9,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 15:13:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1003",2020/12/03,15:16:00,ACT,Non,Non,-66.0376316586,48.1990452377,1.5,55.064,3,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 15:16:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1004",2020/12/03,15:18:00,ACT,Non,Non,-66.0377345356,48.1987924641,1.4,54.667,2.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 15:18:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1005",2020/12/03,15:27:00,ACT,Non,Non,-66.0383078864,48.1987196445,1.8,55.545,3.1,Initiative du MSP (depuis 2017),2025/07/09,2020/12/03 15:27:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1006",2020/12/04,10:16:00,MAX,Non,Non,-66.0378988568,48.199379209,1.5,57.197,2.6,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 10:16:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1007",2020/12/04,10:33:00,MAX,Non,Non,-65.7896657175,48.1941704519,1.5,12.309,2.8,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 10:33:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1008",2020/12/04,12:02:00,MAX,Non,Non,-65.7108960801,48.2694445742,2.3,37.182,2.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 12:02:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1009",2020/12/04,12:10:00,MAX,Non,Non,-65.712613207,48.2643123298,1.7,35.609,1.6,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 12:10:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1010",2020/12/04,12:14:00,MAX,Non,Non,-65.7151415114,48.2615871487,3.1,35.18,3.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 12:14:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1011",2020/12/04,13:19:00,MAX,Non,Non,-65.4707589682,48.1155133867,2,18.565,2.6,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 13:19:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1012",2020/12/04,13:24:00,MAX,Non,Non,-65.4603624332,48.1047766478,1.5,15.231,3.2,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 13:24:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1013",2020/12/04,13:36:00,MAX,Non,Non,-65.4604192403,48.1044185895,2.2,15.413,3.6,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 13:36:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1014",2020/12/04,13:53:00,MAX,Non,Non,-65.4481408352,48.0875039459,1.8,10.582,3.4,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 13:53:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1015",2020/12/04,13:56:00,MAX,Non,Non,-65.446875965,48.0872137176,1.4,10.105,2.8,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 13:56:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1016",2020/12/04,14:05:00,MAX,Non,Non,-65.4476543137,48.0864105694,1.7,9.985,2.6,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 14:05:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1017",2020/12/04,14:06:00,MAX,Non,Non,-65.4473506607,48.0863537632,1.4,9.762,2.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 14:06:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1018",2020/12/04,14:23:00,MAX,Non,Non,-65.4608105856,48.0469910846,1.9,4.03,2.6,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 14:23:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1019",2020/12/04,14:28:00,MAX,Non,Non,-65.457595424,48.0467363723,1.8,4.538,2.9,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 14:28:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1020",2020/12/04,14:33:00,MAX,Non,Non,-65.4635841784,48.0450110728,1.8,3.055,2.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 14:33:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1021",2020/12/04,14:35:00,MAX,Non,Non,-65.4653008366,48.0456320095,1.7,2.73,1.9,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 14:35:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1022",2020/12/04,14:50:00,MAX,Non,Non,-65.471140642,48.0474150372,0.9,2.934,1.5,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 14:50:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1023",2020/12/04,14:59:00,MAX,Non,Non,-65.4579905538,48.0503654174,1.4,4.183,2.7,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 14:59:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-51.pdf"" target=""_blank"">600020-51</a>",600020-51,"1024",2020/12/04,15:07:00,MAX,Non,Non,-65.4573093457,48.0495728299,1.6,4.209,2.9,Initiative du MSP (depuis 2017),2025/07/09,2020/12/04 15:07:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-42.pdf"" target=""_blank"">600020-42</a>",600020-42,"880",2020/04/16,11:22:00,MAX,Non,Oui,-66.9672337583,47.9109355246,0.9,19.93,0.6,Initiative du MSP (depuis 2017),2025/07/09,2020/04/16 11:22:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-42.pdf"" target=""_blank"">600020-42</a>",600020-42,"881",2020/04/16,11:42:00,MAX,Non,Oui,-66.9652389323,47.9097889572,0.7,20,0.8,Initiative du MSP (depuis 2017),2025/07/09,2020/04/16 11:42:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-42.pdf"" target=""_blank"">600020-42</a>",600020-42,"882",2020/04/16,11:56:00,MAX,Non,Oui,-66.9639671823,47.9094406908,1.5,20.09,1,Initiative du MSP (depuis 2017),2025/07/09,2020/04/16 11:56:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-42.pdf"" target=""_blank"">600020-42</a>",600020-42,"883",2020/04/16,13:26:00,MAX,Non,Oui,-66.9568089341,47.9076188952,0.5,20.17,0.4,Initiative du MSP (depuis 2017),2025/07/09,2020/04/16 13:26:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/600020-42.pdf"" target=""_blank"">600020-42</a>",600020-42,"884",2020/04/27,13:30:00,MAX,Non,Non,-66.9504272834,47.9732931687,1,13.62,0.3,Initiative du MSP (depuis 2017),2025/07/09,2020/04/27 13:30:00
